"﻿""カードID(内部ID)""",カードハッシュ,カードID(モバゲーID),カード名,カード別名,アイドルID(内部ID),アイドル名,属性,レアリティ,特訓後,身長,体重,バストサイズ,ウエストサイズ,ヒップサイズ,コスト,初期攻,初期守,最大攻(推定値),最大守(推定値),特技名,メイン特技効果,ダブル特技効果,アイプロ育成アイドル,フリートレード制限中,システム追加日時
5955,66a7f29d65e80e9fa746e0df0ae0fb99,2342602,[ハートフルアート]成宮由愛+,,118,成宮由愛,Cool,R+,True,150,40,72,51,73,14,2592,4008,8586,13277,心つなぐ絵具,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2～3人の守 特大ｱｯﾌﾟ,,False,False,2019/04/22 16:24:20
5956,a8605c2be205a1c8a4846fc5c5032844,3554702,[夢の始まり]南条光+,,196,南条光,Passion,SR+,True,140,41,79,58,80,21,6840,5280,22659,17490,笑顔の証,ｷｭｰﾄ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻 極大ｱｯﾌﾟ,,False,False,2019/04/22 16:44:23
5957,1b576c073a6fa12c5ac6ff05abf679b2,2342502,[ミリタントフィギュア]大和亜季+,,128,大和亜季,Cool,R+,True,165,51,92,60,85,14,3840,3660,11040,10523,無敵の見張り,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻守 特大ｱｯﾌﾟ,,False,False,2019/04/24 22:24:21
5958,7ec963346cffec2606a2d91b98aa2d88,1454401,[ステージオブマジック]島村卯月,,1,島村卯月,Cute,SR,False,159,44,83,58,87,25,8060,6260,21158,16433,最高のｽﾏｲﾙ,ｷｭｰﾄのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 超絶ｱｯﾌﾟ,,False,False,2019/04/26 15:34:22
5959,0027e1321a3549e1b0b236aa0684c385,1554402,[ステージオブマジック]島村卯月+,,1,島村卯月,Cute,SR+,True,159,44,83,58,87,25,9672,7512,32039,24885,最高のｽﾏｲﾙ,ｷｭｰﾄのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 究極ｱｯﾌﾟ,,False,False,2019/04/26 17:34:20
5960,515c1d3651786156551688d43c5a7d23,3454901,[ひらふわ☆パピヨン]城ヶ崎莉嘉,,168,城ヶ崎莉嘉,Passion,SR,False,149,36,72,54,75,25,8160,6300,21420,16538,可憐にﾋﾗﾘ☆,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 超絶ｱｯﾌﾟ,,False,False,2019/04/30 18:10:48
5961,c283e6b2445481d98c535414494a53e0,2554902,[タイムレスフォーチュン]藤居朋+,,119,藤居朋,Cool,SR+,True,163,45,78,57,83,25,8856,8784,29337,29098,輝きの予言,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻守 究極ｱｯﾌﾟ,,False,False,2019/04/30 18:11:41
5963,ea67a1c2e4dd0b154208e29fcc77c080,2455001,[耀きのモーメント]北条加蓮,,101,北条加蓮,Cool,SR,False,155,42,83,55,81,25,8280,6500,21735,17063,心照らす宝石,ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 超絶ｱｯﾌﾟ,,False,False,2019/04/30 18:14:48
5964,9ad7517e8ea0cbab64d6549f5ae85358,2342802,[トゥインクルジェム]西川保奈美+,,117,西川保奈美,Cool,R+,True,155,56,88,61,87,14,3912,2664,12959,8825,神秘のｱﾘｱ,ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2～3人の攻 特大ｱｯﾌﾟ,,False,False,2019/04/30 18:14:51
5965,173b8eb87228a824489b1750b8c584b5,1454501,[うららか夢心地]西園寺琴歌,,34,西園寺琴歌,Cute,SR,False,156,46,87,57,85,21,5720,4380,15015,11498,優しいそよ風,ｷｭｰﾄ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻 特大ｱｯﾌﾟ,,False,False,2019/04/30 18:14:53
5966,6af78fa392e8ef17b76ffb73990da01f,2242801,[トゥインクルジェム]西川保奈美,,117,西川保奈美,Cool,R,False,155,56,88,61,87,14,3260,2220,8558,5828,神秘のｱﾘｱ,ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻 特大ｱｯﾌﾟ,,False,False,2019/04/30 18:24:39
5967,41d25d608290fc153b24c84990503ef9,3344802,[トゥインクルジェム]諸星きらり+,,171,諸星きらり,Passion,R+,True,186.2,61.5,92,65,87,14,3984,2688,13198,8904,きらきら☆きらりん,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位4人の攻 ﾗﾝﾀﾞﾑで特大～極大ｱｯﾌﾟ,,False,False,2019/04/30 18:24:41
5968,962a04c97dfc34e21c616939e8c607b0,1554602,[真紅の願い]佐久間まゆ+,,59,佐久間まゆ,Cute,SR+,True,153,40,78,54,80,25,9816,7752,32517,25679,刻まれる運命,ｷｭｰﾄ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 究極ｱｯﾌﾟ,,False,False,2019/04/30 18:24:43
5969,4892857b1fc93c08d5c93fab4c7aaee0,3455001,[新緑のめぐみ]及川雫,,153,及川雫,Passion,SR,False,170,56,105,64,92,25,7340,7240,19268,19005,はぐくむ幸せ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻守 超絶ｱｯﾌﾟ,,False,False,2019/04/30 18:24:45
5970,032792853d84c7b723a7f0ff40234c6e,1243801,[トゥインクルジェム]大原みちる,,24,大原みちる,Cute,R,False,153,40,78,55,80,14,2820,2760,7403,7245,香ばしｼﾞｭｴﾘｰ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位3～4人の攻守 特大ｱｯﾌﾟ,,False,False,2019/04/30 18:24:47
5971,d1aa09d9499a0e178ef5eadc76729e73,3555002,[新緑のめぐみ]及川雫+,,153,及川雫,Passion,SR+,True,170,56,105,64,92,25,8808,8688,29177,28780,はぐくむ幸せ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻守 究極ｱｯﾌﾟ,,False,False,2019/04/30 18:34:30
5972,3b93a24a002e6f451cadf802e7819d99,2555002,[耀きのモーメント]北条加蓮+,,101,北条加蓮,Cool,SR+,True,155,42,83,55,81,25,9936,7800,32914,25839,心照らす宝石,ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 究極ｱｯﾌﾟ,,False,False,2019/04/30 18:34:32
5973,0a552a3a0ed0adf065dab410a9aac2db,2242701,[羽ばたき日和]松尾千鶴,,125,松尾千鶴,Cool,R,False,161,45,78,54,81,14,3320,2020,8715,5303,芽吹きの季節,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻 特大ｱｯﾌﾟ,,False,False,2019/04/30 18:44:36
5974,f89db8a584ea701d8377f409dde90f58,1343802,[トゥインクルジェム]大原みちる+,,24,大原みちる,Cute,R+,True,153,40,78,55,80,14,3384,3312,11211,10972,香ばしｼﾞｭｴﾘｰ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位4人の攻守 特大ｱｯﾌﾟ,,False,False,2019/04/30 18:44:39
5975,d86165087d8074338b8af95707b93163,3244801,[トゥインクルジェム]諸星きらり,,171,諸星きらり,Passion,R,False,186.2,61.5,92,65,87,14,3320,2240,8715,5880,きらきら☆きらりん,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位4人の攻 特大ｱｯﾌﾟ,,False,False,2019/04/30 18:44:41
5976,279aacdb371e136ad412d4883ae2a9e0,1454601,[真紅の願い]佐久間まゆ,,59,佐久間まゆ,Cute,SR,False,153,40,78,54,80,25,8180,6460,21473,16958,刻まれる運命,ｷｭｰﾄ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 超絶ｱｯﾌﾟ,,False,False,2019/04/30 18:54:27
5977,5ac30600dc561a08f244e01b41e5ee59,1554502,[うららか夢心地]西園寺琴歌+,,34,西園寺琴歌,Cute,SR+,True,156,46,87,57,85,21,6864,5256,22738,17411,優しいそよ風,ｷｭｰﾄ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻 極大ｱｯﾌﾟ,,False,False,2019/04/30 19:20:55
5978,0ce11b5368f190c1c49d1d35f557a2ae,2342702,[羽ばたき日和]松尾千鶴+,,125,松尾千鶴,Cool,R+,True,161,45,78,54,81,14,3984,2424,13198,8031,芽吹きの季節,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻 極大ｱｯﾌﾟ,,False,False,2019/04/30 19:24:34
5979,2b3f431a6f305f6707e5165534048f9a,2455101,[ステージオブマジック]渋谷凛,,67,渋谷凛,Cool,SR,False,165,44,80,56,81,25,8060,6260,21158,16433,駆け抜ける意志,ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 超絶ｱｯﾌﾟ,,False,False,2019/05/04 15:07:22
5980,6c3fdd17f8cb24e95d338e546a8856d9,2555102,[ステージオブマジック]渋谷凛+,,67,渋谷凛,Cool,SR+,True,165,44,80,56,81,25,9672,7512,32039,24885,駆け抜ける意志,ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 究極ｱｯﾌﾟ,,False,False,2019/05/04 15:07:22
5981,8d44007c551534c443f8f4c09f86837b,3245001,[下町バイブス]キャシー・グラハム,,189,ｷｬｼｰ･ｸﾞﾗﾊﾑ,Passion,R,False,168,49,83,56,85,14,2800,2720,7350,7140,粋にﾁｪｹﾗ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻守 特大ｱｯﾌﾟ,,False,False,2019/05/09 13:37:49
5982,1640d6c97421afa8d24c278527016fcc,3345002,[下町バイブス]キャシー・グラハム+,,189,ｷｬｼｰ･ｸﾞﾗﾊﾑ,Passion,R+,True,168,49,83,56,85,14,3360,3264,11130,10812,粋にﾁｪｹﾗ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2～3人の攻守 特大ｱｯﾌﾟ,,False,False,2019/05/09 13:37:49
5983,260980079391a19ede17cc5a5ab660a3,3554902,[ひらふわ☆パピヨン]城ヶ崎莉嘉+,,168,城ヶ崎莉嘉,Passion,SR+,True,149,36,72,54,75,25,9792,7560,32436,25043,可憐にﾋﾗﾘ☆,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 究極ｱｯﾌﾟ,,False,False,2019/05/09 13:37:50
5984,8d9a78c85de5f9c744289ea2b95091f5,3244901,[らふりふれっしゅ]野々村そら,,164,野々村そら,Passion,R,False,157,46,84,57,85,14,3300,2020,8663,5303,うきうきふぃｰりんぐ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1～2人の攻 特大ｱｯﾌﾟ,,False,False,2019/05/09 13:37:50
5985,40090637381bfb36601ca6a97d51e45d,3344902,[らふりふれっしゅ]野々村そら+,,164,野々村そら,Passion,R+,True,157,46,84,57,85,14,3960,2424,13119,8031,うきうきふぃｰりんぐ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2～3人の攻 特大ｱｯﾌﾟ,,False,False,2019/05/09 13:37:50
5986,5b5d3128c049f92ebbe8402835496cf3,1454801,[マーチング☆トーン]遊佐こずえ,,25,遊佐こずえ,Cute,SR,False,130,28,62,50,65,25,8100,6220,21263,16328,おとのぱれｰど,ｷｭｰﾄ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 超絶ｱｯﾌﾟ,,False,False,2019/05/09 13:37:50
5987,a31dfedbd032f4072ee37b8f5c0fcc9e,1554802,[マーチング☆トーン]遊佐こずえ+,,25,遊佐こずえ,Cute,SR+,True,130,28,62,50,65,25,9720,7464,32199,24725,おとのぱれｰど,ｷｭｰﾄ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 究極ｱｯﾌﾟ,,False,False,2019/05/09 13:37:50
5989,796939ee20bf9bac999824255f566fe7,1454701,[信頼のひかり]白菊ほたる,,63,白菊ほたる,Cute,SR,False,156,42,77,53,79,25,8200,6320,21525,16590,飛びたつ勇気,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 超絶ｱｯﾌﾟ,,False,False,2019/05/09 16:40:47
5990,72903e368650176ba65038f3c8f5a8e6,2455201,[シンデレラドリーム]森久保乃々,,126,森久保乃々,Cool,SR,False,149,38,73,55,76,23,7360,5060,19320,13283,夢のﾁｶﾗ,自分の攻 超絶ｱｯﾌﾟ,,False,False,2019/05/14 12:06:58
5991,3c465a0482a929038c55efdcf9bea7ef,1554702,[信頼のひかり]白菊ほたる+,,63,白菊ほたる,Cute,SR+,True,156,42,77,53,79,25,9840,7584,32596,25122,飛びたつ勇気,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 究極ｱｯﾌﾟ,,False,False,2019/05/14 12:13:16
5992,faeeb2f0fb08463bd30f5f6ae61cc382,2555202,[シンデレラドリーム]森久保乃々+,,126,森久保乃々,Cool,SR+,True,149,38,73,55,76,23,8832,6072,29256,20115,夢のﾁｶﾗ,自分の攻 究極ｱｯﾌﾟ,,False,False,2019/05/14 12:13:17
5993,01598c2bb829b8a6bedfe5fb3a2400c6,2455301,[ハスリングコール]白坂小梅,,114,白坂小梅,Cool,SR,False,142,35,66,51,70,25,8180,6340,21473,16643,ﾂﾅｶﾞｯﾃﾙﾖ,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 超絶ｱｯﾌﾟ,,False,False,2019/05/14 15:10:46
5994,45e3b703a24857c13045c16eab9f3a45,3455101,[はつらつお姉さん]片桐早苗,,158,片桐早苗,Passion,SR,False,152,47,92,58,84,25,8200,6180,21525,16223,華麗に一掃,ｷｭｰﾄ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 超絶ｱｯﾌﾟ,,False,False,2019/05/14 15:11:23
5995,a4662eeeb44431065a30205b2115ad88,3555102,[はつらつお姉さん]片桐早苗+,,158,片桐早苗,Passion,SR+,True,152,47,92,58,84,25,9840,7416,32596,24567,華麗に一掃,ｷｭｰﾄ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 究極ｱｯﾌﾟ,,False,False,2019/05/14 15:11:23
5996,0dc5884d45b9079149a2097b63dece18,2242901,[潮風の便り]瀬名詩織,,103,瀬名詩織,Cool,R,False,165,48,85,58,83,14,3280,2120,8610,5565,打ち寄せる言葉,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位3人の攻 ﾗﾝﾀﾞﾑで特大～極大ｱｯﾌﾟ,,False,False,2019/05/14 15:11:23
5997,50c55d0af3a11182abe43b252e25b8ed,2342902,[潮風の便り]瀬名詩織+,,103,瀬名詩織,Cool,R+,True,165,48,85,58,83,14,3936,2544,13038,8428,打ち寄せる言葉,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位3人の攻 極大ｱｯﾌﾟ,,False,False,2019/05/14 15:11:23
5998,1f76626f4f2ecfb1b36564866dd37c34,1454901,[もぎたて・ロワイヤル]辻野あかり,,204,辻野あかり,Cute,SR,False,160,44,80,60,86,21,5200,5000,13650,13125,芽生えの予感,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻守 特大ｱｯﾌﾟ,,False,False,2019/05/14 15:11:23
5999,03e056d3b97f64394b708d4d2816bc0e,1554902,[もぎたて・ロワイヤル]辻野あかり+,,204,辻野あかり,Cute,SR+,True,160,44,80,60,86,21,6240,6000,20670,19876,芽生えの予感,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻守 極大ｱｯﾌﾟ,,False,False,2019/05/14 15:11:23
6000,2c433e60c4f064575576ccf636c5debf,3245101,[ロワイヤルスタイルNC]松山久美子,,139,松山久美子,Passion,R,False,161,44,81,56,81,14,3200,2120,8400,5565,ﾋﾞｭｰﾃｨｰｱｯﾌﾟ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1～2人の攻 特大ｱｯﾌﾟ,,False,False,2019/05/14 15:11:24
6001,8712eeec1ae551182db2059f29693fd3,3345102,[ロワイヤルスタイルNC]松山久美子+,,139,松山久美子,Passion,R+,True,161,44,81,56,81,14,3840,2544,12720,8428,ﾋﾞｭｰﾃｨｰｱｯﾌﾟ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻 特大ｱｯﾌﾟ,,False,False,2019/05/14 15:11:24
6004,f7433163489e0890602e32ce1d7ac700,2555302,[ハスリングコール]白坂小梅+,,114,白坂小梅,Cool,SR+,True,142,35,66,51,70,25,9816,7608,32517,25203,ﾂﾅｶﾞｯﾃﾙﾖ,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 究極ｱｯﾌﾟ,,False,False,2019/05/23 15:14:39
6005,e9ef400d688dd7d44bcc27488afbc8a1,1243901,[デイトレスピース]長富蓮実,,17,長富蓮実,Cute,R,False,161,45,83,56,85,14,2200,3320,5775,8715,懐かしの音色,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の守 特大ｱｯﾌﾟ,,False,False,2019/05/23 15:14:41
6006,851ace49d5eabd4fa1afbf37c4f1ae9e,2455401,[プリスティーンエイム]神谷奈緒,,74,神谷奈緒,Cool,SR,False,154,42,83,56,81,25,8200,6180,21525,16223,挑戦的ｽﾀｲﾙ,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 超絶ｱｯﾌﾟ,,False,False,2019/05/23 15:24:28
6007,f9044800cdc5d8e36f231b6e528d42b4,1343902,[デイトレスピース]長富蓮実+,,17,長富蓮実,Cute,R+,True,161,45,83,56,85,14,2640,3984,8746,13198,懐かしの音色,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2～3人の守 特大ｱｯﾌﾟ,,False,False,2019/05/23 15:24:31
6008,811b7393e373afe2d707fe8d06327baa,2555402,[プリスティーンエイム]神谷奈緒+,,74,神谷奈緒,Cool,SR+,True,154,42,83,56,81,25,9840,7416,32596,24567,挑戦的ｽﾀｲﾙ,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 究極ｱｯﾌﾟ,,False,False,2019/05/23 15:34:23
6009,15dc9fe6a208051df8d111b7aa7345eb,3455201,[ともだちたくさん]市原仁奈,,183,市原仁奈,Passion,SR,False,129,30,62,58,67,25,7300,7260,19163,19058,るんぱっぱ♪,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻守 超絶ｱｯﾌﾟ,,False,False,2019/05/27 15:08:11
6010,9a395175ecd6df62d9e27736285c48fd,3555202,[ともだちたくさん]市原仁奈+,,183,市原仁奈,Passion,SR+,True,129,30,62,58,67,25,8760,8712,29019,28859,るんぱっぱ♪,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻守 究極ｱｯﾌﾟ,,False,False,2019/05/27 15:08:12
6011,458dbe35da00fb337bf37d735cc8f54c,1455001,[やさしい木漏れ日]小日向美穂,,11,小日向美穂,Cute,SR,False,155,42,82,59,86,25,8180,6280,21473,16485,憩いのｽﾎﾟｯﾄ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 超絶ｱｯﾌﾟ,,False,False,2019/05/31 15:20:47
6012,17004a98a751ff76fa6577c6b6708b5b,2243001,[深緑のせせらぎ]八神マキノ,,90,八神ﾏｷﾉ,Cool,R,False,160,45,85,56,83,14,2360,2920,6195,7665,ﾌｨｰﾙﾄﾞﾜｰｸ,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の守 ﾗﾝﾀﾞﾑで大～特大ｱｯﾌﾟ,,False,False,2019/05/31 15:24:48
6013,451fa1ac3acb2c81c245b40e9aee5a8a,3245201,[マリッジコレクション]並木芽衣子,,136,並木芽衣子,Passion,R,False,160,43,80,56,82,14,3280,2200,8610,5775,浮かれ心地,ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻 特大ｱｯﾌﾟ,,False,False,2019/05/31 15:24:50
6014,63d73b4134df72d2facbef8fac077f3f,1244201,[マリッジコレクション]原田美世,,62,原田美世,Cute,R,False,163,46,86,59,85,14,2840,2740,7455,7193,ﾊﾋﾟﾈｽﾄﾞﾗｲﾌﾞ,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位3～4人の攻守 特大ｱｯﾌﾟ,,False,False,2019/05/31 15:24:52
6015,f3ba3964f835b1833b04319f59e680c2,2455501,[奇しき縁]塩見周子,,120,塩見周子,Cool,SR,False,163,45,82,56,81,25,7360,7220,19320,18953,ｼｭｰｺの嫁入り,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻守 超絶ｱｯﾌﾟ,,False,False,2019/05/31 15:34:25
6016,49298d75fb2bb2505a9b3d0dbf015280,2243101,[笑顔のせせらぎ]八神マキノ,,90,八神ﾏｷﾉ,Cool,R,False,160,45,85,56,83,14,2780,2620,7298,6878,ﾌｨｰﾙﾄﾞﾜｰｸ,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1～2人の攻守 特大ｱｯﾌﾟ,,False,False,2019/05/31 15:34:27
6017,31d156c612061d073479ff4cde4b312b,1244001,[深緑のせせらぎ]江上椿,,16,江上椿,Cute,R,False,161,46,80,57,80,14,2960,2140,7770,5618,清涼なﾗﾝﾄﾞｽｹｰﾌﾟ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻 特大ｱｯﾌﾟ,,False,False,2019/05/31 15:34:30
6018,06d513b5c3ad07378f58e37ae4f3e312,1455101,[あんずの誓い]双葉杏,,35,双葉杏,Cute,SR,False,139,30,?,?,?,25,8300,6480,21788,17010,一生扶養計画,ｷｭｰﾄのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 超絶ｱｯﾌﾟ,,False,False,2019/05/31 15:44:26
6019,d9f01afac7d7620ae8965e558e9eeea0,3555502,[あこがれマリアージュ]大槻唯+,,146,大槻唯,Passion,SR+,True,155,41,84,56,83,25,9840,7728,32596,25600,約束のﾁｭｯ☆,ｷｭｰﾄ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 究極ｱｯﾌﾟ,,False,False,2019/05/31 15:44:29
6020,53ec97d486bdb79d8336d68fc7628b33,3455301,[森羅の恵み]上田鈴帆,,150,上田鈴帆,Passion,SR,False,156,42,76,55,79,18,4680,3500,12285,9188,全霊ﾈｲﾁｬｰ☆,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1～2人の攻 特大ｱｯﾌﾟ,,False,False,2019/05/31 15:44:32
